id,created_at,text
346143960001028096,2013-06-16 05:55:25,"sylvania twp pd - shoplift suspects all have bright colored shoes on [note to self, dont wear bright colored shoes if plan to flee on foot]"
346143530760163328,2013-06-16 05:53:43,"OHSP - has an intoxicated driver from steeple chase cir and n holland sylvania rd, taking to ottawa hills pd station for the bac test"
346142835961122818,2013-06-16 05:50:57,"TPD - disorder, 600 block spring st near mulberry st, 4-5 people fighting"
346141147862806529,2013-06-16 05:44:15,"TPD - crew out on a traffic stop, dorr st and n detroit ave, needs additional crews"
346140803267166208,2013-06-16 05:42:53,"TPD - possible breaking and entering, 4000 block walden ave near starr ave, somebody just tried to break in"
346140381525708801,2013-06-16 05:41:12,"TPD - check for juvenile caller, 800 block wright ave near nelson ave, grandparents locked him out of the house, not letting him back in"
346139822504701952,2013-06-16 05:38:59,"TPD - hit and run accident, 1600 block albert st near holmes st, victim has followed the other car"
346138849812021249,2013-06-16 05:35:07,RT @kmdulinski: Nothing like reading Toledo Scanner and all the shootings happening around town. #KeepItClassyToledo
346138331945517056,2013-06-16 05:33:03,RT @WB_Facechainz: @ToledoScanner somebody shootin by my house. - stay safe
346138127120875520,2013-06-16 05:32:15,"sylvania twp pd - shoplifters from walmart central ave, crashed their getaway suv and fled on foot, may be stolen/unauthorized use vehicle"
346137638262149120,2013-06-16 05:30:18,sylvania twp/sylvania/ottawa hills pd all up looking for 3-4 people that fled from vehicle crash near walmart central ave
346135845440462849,2013-06-16 05:23:11,"TPD - stolen vehicle, 5100 n detroit ave, caller's F150 was just taken from that location"
346135593492824066,2013-06-16 05:22:11,RT @MrPierce419: @ToledoScanner clubs and bars haven't even closed yet.......hope you got a pot of coffee on.
346134504706023425,2013-06-16 05:17:51,"TPD - check the safety, bell ave and fernwood ave, highly intoxicated juvenile female runaway"
346133424333008896,2013-06-16 05:13:33,"TPD - disorder, 1100 block orchard st near s hawley st"
346133008157388801,2013-06-16 05:11:54,"RT @LornestoToledo: @ToledoScanner

Must be the feel-good story part of the night.

ya, was looking for something"
346132913148014592,2013-06-16 05:11:31,"TPD - assault, 4600 block talmadge rd near monroe st, male caller came home and was assaulted by his live in girlfriend"
346132695035822082,2013-06-16 05:10:39,"TPD - disorder, hilltop blvd near n byrne rd"
346132421567184896,2013-06-16 05:09:34,"TPD - residential b&amp;e alarm, 1300 block lawnview ave near dorr st, coming in as a holdup alarm"
346131888055930880,2013-06-16 05:07:27,"TPD - fight, moore st and stickney ave"
346131832770818048,2013-06-16 05:07:14,"TPD - assault, 300 block w delaware ave"
346130964340166656,2013-06-16 05:03:47,"TPD - 1100 greenwood ave, report of a underage party at that location"
346130436705116160,2013-06-16 05:01:41,"meanwhile in sylvania twp, police crews are investigating a mailbox that was knocked over"
346130037688397825,2013-06-16 05:00:06,"TPD - theft from vehicle, 4300 block monroe st, caller reports his glock 23 and 40 cal handguns stolen from the vehicle"
346129497348775937,2013-06-16 04:57:57,"TPD - fireworks complaint, brook park dr near jackman rd"
346129170163712000,2013-06-16 04:56:39,"RT @DeashaBallard: ""@ToledoScanner: TPD - fight, 1600 block w bancroft st, 10 people fighting outside""Man we just rode down Bancroft no FIG…"
346129035178414081,2013-06-16 04:56:07,"TPD - injuries from a domestic, at e bancroft st and franklin ave, female victim kicked male out of car and then drove to st vincents ER"
346128274193281024,2013-06-16 04:53:05,"TPD - fight, 1600 block w bancroft st, 10 people fighting outside"
346127053944393728,2013-06-16 04:48:15,"TPD - check the safety, lagrange st and greenbelt pkwy, silver honda swerving"
346125828029026304,2013-06-16 04:43:22,Audio: Toledo Police code 3 (emergency response) weapons call on Central Channel at W Delaware Ave and... http://t.co/vnJGFM5PsF
346125012442427392,2013-06-16 04:40:08,"oregon fire/pd/EMS - report of occupied structure fire, apartment building on navarre ave"
346124489609867265,2013-06-16 04:38:03,"TPD - code 3 weapons call, w delaware ave and putnam st, 30-40 people fighting, some may have guns and knives"
346124295921078272,2013-06-16 04:37:17,RT @justin__frost: @AlayaHayes @ToledoScanner nothing good happens in Toledo
346124256263929857,2013-06-16 04:37:08,"RT @roxyfair: Here's how all the @ToledoScanner followers can protect themselves from getting shot
http://t.co/YO2P9JJDuo"
346123253355520001,2013-06-16 04:33:08,RT @AlayaHayes: It's actually annoying seeing the @ToledoScanner tweets cause it's always something happening. You don't see anything good …
346122467657519105,2013-06-16 04:30:01,"TPD/TFD - injured person, n huron st and jackson st, assist police on scene, squad 7"
346120776606441472,2013-06-16 04:23:18,"TPD - hamilton st and nelson ave, report of 25-30 people in the street"
346120178402201601,2013-06-16 04:20:55,RT @Toledo_Police: Chief Diggs and the entire Toledo Police Department would like to wish everyone a very happy Father's Day.
346119759378669568,2013-06-16 04:19:15,"@JSponsler1 ya, probably at this point, too busy from calls of reports of actual persons shot"
346119605292527617,2013-06-16 04:18:39,@Getoffmycloud71 i have recordings and various other snippets of audio from dispatches and code 3 alerts i can go back and listen to
346119059659710465,2013-06-16 04:16:29,@JSponsler1 yes
346118972372049920,2013-06-16 04:16:08,"TPD - about 20 people at the toledo ER, friends of person shot from the earlier two car drive by, police trying to keep things cool"
346118413795598337,2013-06-16 04:13:55,RT @MilesSibley: This @ToledoScanner is really fun to watch....
346118168453980161,2013-06-16 04:12:56,RT @ADouble2219: @ToledoScanner is this Iraq or Toledo?
346118063495725056,2013-06-16 04:12:31,"@Getoffmycloud71 earbuds, fast typing, and reviewing audio logs/dispatches for things i may have missed"
346117842766278656,2013-06-16 04:11:38,"TPD - possible gunshots in the area, parkwood ave and virginia st"
346117109912313856,2013-06-16 04:08:44,RT @JSponsler1: @ToledoScanner its been a good night for a game of gunshots or fireworks
346115992675553281,2013-06-16 04:04:17,RT @HouseRecipeJess: I'm not sure if following @ToledoScanner is a good idea or the best idea.
346115848437637122,2013-06-16 04:03:43,"TPD - code 3 shots fired, 900 block lincoln ave"
346115474553180160,2013-06-16 04:02:14,"TPD - code 3 shots fired, 500 block islington st and collingwood blvd, report of 5-6 shots fired at that location, two black males"
346115296710500353,2013-06-16 04:01:31,"@JSponsler1 ok, and code 3 shots fired ishlington st and collingwood blvd as well"
346115148970352640,2013-06-16 04:00:56,"@JSponsler1 ya, probably from that"
346114764017131520,2013-06-16 03:59:24,"TPD/TFD - injuries from an assault, ashland ave and w bancroft st at the sunoco gas station, with engine 7"
346114352803364865,2013-06-16 03:57:46,"TPD - disturbance, 4500 n detroit ave at headliners bar, male arguing with others and threatening to got out to his car and get his gun"
346114171777212418,2013-06-16 03:57:03,"TPD - two vehicles drove by and fired shots, fled northbound from macomber st, reported one victim taken to hospital already by personal car"
346112573843849216,2013-06-16 03:50:42,"TPD - check the safety, 600 block prentice ave, caller hears a female screaming from outside that location"
346112268435615744,2013-06-16 03:49:29,"TPD/TFD/EMS - report of a person shot, isherwood st and macomber st, engine 17 and life squad 4"
346111740255293440,2013-06-16 03:47:23,"TPD - fight, 5700 block silverside dr near w alexis rd, two females fighting and a crowd watching"
346110937947836416,2013-06-16 03:44:12,RT @mattculby: @ToledoScanner That really is Toledo in a nutshell. We can't even be crime-riddled correctly.
346110634267643905,2013-06-16 03:43:00,RT @Kaylee102798: Crazy how much actually goes on in Toledo 😳 @ToledoScanner
346110198710145024,2013-06-16 03:41:16,"TPD - code 2 burglary, 2900 block barrington dr, caller got home, back door open, lights on, somebody may still be inside"
346109824074907648,2013-06-16 03:39:47,"TPD - juvenile complaint, 600 block bush st, two 10 year olds riding bikes and a 5 year old running around in the street"
346109017162133504,2013-06-16 03:36:34,"@nicolebuzz yup, fire/medical is checking out a male with minor cuts"
346108695857487872,2013-06-16 03:35:18,"TPD - intoxicated driver, navarre ave and oak st, in a yellow box truck"
346107475319214080,2013-06-16 03:30:27,"lucas county sheriff - possible intoxicated driver, obee rd and whitehouse-spencer rd"
346107191524216833,2013-06-16 03:29:19,"TFD - injuries from an assault, 1400 block colburn st, assist police, somebody got cut by a switch blade knife, engine 9"
346106828943421440,2013-06-16 03:27:53,at this point assume any shots heard/fired calls are just fireworks unless we hear of somebody actually getting shot
346106151844323329,2013-06-16 03:25:11,"TPD - code 3 weapons call, 1400 block colburn st near spencer st, known male broke in with gun, female has a knife"
346105650977329152,2013-06-16 03:23:12,"TPD - disorder, 1800 block macomber st near isherwood st, people drinking and arguing at that location"
346105445523533824,2013-06-16 03:22:23,"TPD - from the palmwood ave and party bus at that area, person apparently was not let into the party and popped off a number of shots"
346104637683814400,2013-06-16 03:19:10,"TPD - possible gunshots, or fireworks, 800 block ogden ave near nelson ave, large party with 70 people at that location"
346104299518042112,2013-06-16 03:17:49,"lucas county sheriff - 1900 block rhode island dr, caller heard possible gunshots, but likely fireworks, has parties in the area as well"
346103618564403200,2013-06-16 03:15:07,"TPD - juvenile complaint, 20 kids in the street arguing, 200 block kingswood trail dr, also torrington dr and hill ave"
346103170046504960,2013-06-16 03:13:20,"lucas county sheriff - parking complaint, target store on east mall dr, male in blue tahoe parked in fire lane for about an hour"
346102726733737984,2013-06-16 03:11:34,"@WyteRyno fire did dispatch for an injury accident at that intersection about 7 minutes ago, engine 14 and squad 15"
346102527479136257,2013-06-16 03:10:47,RT @WyteRyno: @ToledoScanner hearing a bunch of sirens and loud booms by my house on dorr/ Reynolds. Hopefully early fireworks so far but n…
346102492599300098,2013-06-16 03:10:39,"lucas county sheriff - hill ave and mccord rd at the gas station lot, hit and run"
346101776514183169,2013-06-16 03:07:48,"so far all kinds of crazy reports of gunshots heard, people shot at, people shot, but no evidence of anybody actually hit at this point"
346100091582562304,2013-06-16 03:01:06,RT @MariahRepass: Following @ToledoScanner makes me realize even more how bad toledo is getting
346099982274809857,2013-06-16 03:00:40,"TPD - code 3 person down, possibly shot, 1400 block lincolnshire ave near n detroit ave"
346099760148643840,2013-06-16 02:59:47,"lucas county sheriff - holding a number of calls due to all the units at strawberry festival, shop lifting, hit and run, check safety"
346099563213496322,2013-06-16 02:59:00,"TPD - gunshots heard, birmingham terrace and consaul st"
346099392589209601,2013-06-16 02:58:20,"TPD - disorder, indiana ave and junction ave, male and female arguing"
346098885564977152,2013-06-16 02:56:19,"TPD - additional caller 1600 block palmwood ave also reporting her house was shot up, crews looking for folks who fled on foot"
346098055428313088,2013-06-16 02:53:01,"TPD - crews on scene palmwood ave and smead ave, not sure if anybody actually shot at this point, was just shot at"
346097350370000896,2013-06-16 02:50:13,"TPD/TFD/EMS - code 3 multiple people shot, palmwood ave and smead ave, drive by several shot, life squad 1 and 3, black SUV/party bus"
346096281241931776,2013-06-16 02:45:58,"TPD/TFD/EMS - code 3 person down, 3500 block executive pkwy, unconscious person on sidewalk, rescue 25 with life squad 4"
346095858825191424,2013-06-16 02:44:17,"lucas county sheriff - strawberry festival, no suspects, victims or further trouble, still folks standing around, getting people to leave"
346093377722384385,2013-06-16 02:34:26,"lucas county sheriff - things sounding calmer now at strawberry festival, deputies dont have a suspect yet, and having oshp also enroute"
346092857003753472,2013-06-16 02:32:21,@apoure25 that is what a deputy at the strawberry festival stated over the radio to dispatch
346091750445686784,2013-06-16 02:27:58,"lucas county sheriff - report of somebody with a gun shooting it off by ferris wheel at strawberry festival, people running, need more crews"
346091489677414400,2013-06-16 02:26:55,"lucas county sheriff - has a juvenile in custody from strawberry festival, deputies and holland pd units assisting"
346090579567984640,2013-06-16 02:23:18,"TPD - stolen vehicle, 3300 block n detroit ave, red chevy pickup taken"
346090446587568128,2013-06-16 02:22:47,"lucas county sheriff - has group of 100-200 juveniles, working to disperse and move out of the strawberry festival"
346090245554577408,2013-06-16 02:21:59,"TFD/EMS - heart problem/chest pains, 400 block whittemore st near valentine st, with life squad 2"
346089660646309888,2013-06-16 02:19:39,lucas county sheriff - deputies working the strawberry festival requesting additional units to assist with dispersing a crowd
346089501950636032,2013-06-16 02:19:01,"TPD - gunshots heard, at the byrneport apartments, byrneport dr and airport hwy"
346088935463735296,2013-06-16 02:16:46,TPD - report of a black male trying to break into millenium fashion at main st and starr ave
346088758589939712,2013-06-16 02:16:04,also posted a couple blog post entries recapping activity from activity this week http://t.co/tgKed6A5tl
346088485054205952,2013-06-16 02:14:59,"#ScannerOn - scanner is on, more crazy fights and shots fired calls in toledo tonight? listen along http://t.co/dcfIgB8EnA"
346075365191593984,2013-06-16 01:22:51,Toledo Scanner Daily is out! http://t.co/GQ7vYA4nrK ▸ Top stories today via @NewsFromToledo @Toledo_Buzz @LilJohnnie419
346017338342137856,2013-06-15 21:32:16,"TPD/TFD/EMS - report of a person shot, 300 block palmer st near lagrange st"
346014061605036032,2013-06-15 21:19:15,"TPD/TFD/EMS - motorcycle accident, w alexis rd and douglas rd, engine 23's company and engine 18 with life squad 3"
346013305749532672,2013-06-15 21:16:15,I-75 Semi Truck fire and Downtown Toledo underground fire http://t.co/wIeJ0OxFlo
346005805365088256,2013-06-15 20:46:27,Toledo Scanner Feed record high listeners during multiple Tornado Warnings http://t.co/MavQbWxzpT
345987205392654336,2013-06-15 19:32:32,"TPD - loitering, 3365 monroe st and the valero gas station, black male and female asking customers for money"
345986400291803136,2013-06-15 19:29:20,"TPD/TFD/EMS - overdose, 4000 block royer rd near w sylvania ave, with engine company 25 and life squad 5"
345944852380397569,2013-06-15 16:44:14,"TPD - five month year old child locked out in a running vehicle, dispatched as the kroger on glendale ave (not sure which one)"
345944598587265024,2013-06-15 16:43:14,"TFD/EMS - seizure, 1000 block harding dr near stebbins st, engine 9 and life squad 4"
345781301258903552,2013-06-15 05:54:21,"TPD - fight, 308 main st outside of frankies, group fighting"
345778951320395776,2013-06-15 05:45:00,"TPD - assist OHSP code 2, I-75 southbound at exit 201, trooper had a black male on traffic stop, ran from foot"
345778124342050819,2013-06-15 05:41:43,"TPD - fight, barker st and consaul st"
345777112730451968,2013-06-15 05:37:42,"TPD - gunshots heard, 1600 block macomber st, caller heard 3 gunshots and sounds of people fighting"
345773104347348993,2013-06-15 05:21:46,"RT @BDWilson88: @toledoscanner we have no clue where he came from. One of our customers were the people that called, and we have a cop in f…"
345773087838572544,2013-06-15 05:21:42,RT @BDWilson88: @toledoscanner true story. I dj there. He was stumbling down heatherdowns and Had no clue where he was. His gf picked him u…
345772975783550977,2013-06-15 05:21:16,"TPD/TFD - code 3 accident with injuries, 3400 block twining st and e lake st, car crashed into caller's garage, driver not moving"
345770736595656705,2013-06-15 05:12:22,"TPD - gunshots heard, 400 block colburn st"
345769318098796544,2013-06-15 05:06:44,RT @ismithKDKA: I've become a huge fan of @ToledoScanner.  Makes me miss the old days of chasing scanner calls for #WTOL.
345765387889160193,2013-06-15 04:51:07,"TPD - check the safety, in front of the distillery, 4311 heatherdowns blvd, female caller has intox male, keeps walking into traffic"
345764833028882433,2013-06-15 04:48:54,"toledo is all gunshots and fights tonight, on twitter anybody else seeing lot of people faving porn pics and bunch of spam tweets?"
345763971313328128,2013-06-15 04:45:29,"TFD - injuries from a fight, 3300 block arlington ave near s byrne rd, engine 21's company"
345763145417101312,2013-06-15 04:42:12,"TPD - menacing, 300 block eastern ave, male and female fighting over crack"
345762640989134849,2013-06-15 04:40:12,"TPD - fight, 3300 block arlington ave, 4-5 people fighting, there was talk of a gun but nothing seen"
345762276806107137,2013-06-15 04:38:45,"@Judith_Kirby ha, that's almost as good as knife pong"
345761480660107265,2013-06-15 04:35:35,RT @panhead_bre012: I keep seeing all these tweets from @ToledoScanner and yet I still brave the streets of the T-O-L at 2am for Taco Bell
345761403065491457,2013-06-15 04:35:17,and dont forget folks can listen along anytime via our feed at http://t.co/dcfIgB8EnA and also smart phone apps like @ScannerRadio
345761234588676096,2013-06-15 04:34:36,RT @Bonedwarf: @Mar_Sing @ToledoScanner It’s the same with an actual scanner. Enlightening and depressing in equal measure.
345761103185317888,2013-06-15 04:34:05,"TPD - accident, under the high level bridge, car with intox driver hit a pole, kept going"
345760818836672514,2013-06-15 04:32:57,RT @Mar_Sing: I have a love/hate relationship with @ToledoScanner. I love knowing what's going on...but I hate knowing what's going on! #to…
345760688226058240,2013-06-15 04:32:26,"TPD - fight, 400 block e weber st, 3-4 males fighting"
345759793551654912,2013-06-15 04:28:53,"RT @Judith_Kirby: @ToledoScanner Tisk,tisk,tisk...Toledo's starting to look a lot like Akron. Don't Do It!!!"
345759765558853632,2013-06-15 04:28:46,"RT @P_daaddy: @ToledoScanner Anaveragenightintoledo
#Glasscity#Toledo"
345759077680439296,2013-06-15 04:26:02,"TPD - fight, boody st and western ave, report of 30 people fighting and arguing, gunshots also heard"
345758240015020033,2013-06-15 04:22:42,"TPD - gunshots heard, east broadway st and idaho st, gunshots heard, people yelling, female screaming for help"
345757704544993280,2013-06-15 04:20:35,"TPD - gunshots heard, 5400 block cresthaven ln, caller reports hearing gunshots and then a car sped off"
345757252965236737,2013-06-15 04:18:47,"@nicolebuzz hearing police with something from 2200 block dunham st, but didnt hear the reason, probably all the same"
345755599302193153,2013-06-15 04:12:13,"@nicolebuzz dont recall hearing anything there, and not finding it in recent logs, dont think anything major going on from fire right now"
345754675187970049,2013-06-15 04:08:33,"TPD - code 3 weapons call, 4300 block maple st, male in a wheelchair pulled out a gun on the caller"
345753313125474304,2013-06-15 04:03:08,Audio: Toledo Police code 3 (emergency response) fight call on South Channel at Cape Ln and Kingswood Trail... http://t.co/AegB1RbxL7
345752450109689856,2013-06-15 03:59:42,"TPD - code 3 fight, kingswood trail dr and cape ln, group of people fighting, gunshots heard somebody may be down"
345751389223415808,2013-06-15 03:55:29,"TPD/TFD - motorcycle accident, front st and main st"
345750332049076224,2013-06-15 03:51:17,"RT @taylordungjen: .@baronesskelly RT: @Radi_Cheaib: @taylordungjen st clair, driving under the influnce and drugs stopped by the police fr…"
345748870648700928,2013-06-15 03:45:29,"TFD - commercial fire alarm, 5600 block southwyck blvd, engine 11's company"
345748304988102656,2013-06-15 03:43:14,"lucas county sheriff - 7000 block angola rd near culley rd, report of three black males, throwing things at a house, ran from location"
345747929681784832,2013-06-15 03:41:44,"TPD - check the safety, 600 block yondota st near nevada st, group of 6 to 10 year old juveniles playing with no adults around"
345747325215444994,2013-06-15 03:39:20,"TPD - fight, hill ave and s reynolds rd, report of 20 people fighting in the street"
345747097020145665,2013-06-15 03:38:26,"@taylordungjen @baronesskelly no, just started listening for the night, did not hear anything specific to that area yet"
345746148545409025,2013-06-15 03:34:40,"lucas county sheriff - shoplifting, 24 s mccord rd at the stop &amp; go, reporting two males took alcohol and left on foot"
345745773490745344,2013-06-15 03:33:10,"TPD - check the safety, monroe st and talmadge rd, hispanic male off his meds, calling and says he needs police"
345712970694791169,2013-06-15 01:22:49,Toledo Scanner Daily is out! http://t.co/GQ7vYA4nrK ▸ Top stories today via @georgio622 @ohminews @13abc
345396390559621120,2013-06-14 04:24:51,"TFD -investigation of possible fire, 1300 block e beverly hills dr near n beverly hills dr, with engine 11's company"
345395708494487552,2013-06-14 04:22:08,Audio: Toledo Police code 3 (emergency response) breaking and entering call on Central Channel at 1100 block... http://t.co/eGBTQhXKWk
345395083425771520,2013-06-14 04:19:39,"TPD - code 3 breaking and entering, 1100 block bronson ave, caller hears somebody inside, she is hiding upstairs"
345394171693133824,2013-06-14 04:16:02,"TPD/TFD - injuries from an assault, 2900 block lawrence ave near ambia st, with engine 17"
345393199814160385,2013-06-14 04:12:10,"@Koonu16 ya, was pretty slow and quiet for a bit, then everybody started shooting around midnight"
345392586825035776,2013-06-14 04:09:44,TPD - gunshots heard near 1000 block moore st
345392134637109248,2013-06-14 04:07:56,"TPD - code 3 weapons call, 1110 block palmwood ave, two black males, one shooting a gun into the air"
345391615420014595,2013-06-14 04:05:52,"TPD - check for two females sleeping on the porch of a vacant house, wasaon st and western ave"
345391092226740224,2013-06-14 04:03:48,"TPD - gunshots heard now be crew from 1400 block n michigan st, additional crews heading into the area"
345390784113160192,2013-06-14 04:02:34,"TPD - weapons call, 1400 block n michigan st, female was fighting, now has a knife out"
345389499276210176,2013-06-14 03:57:28,Connect with me on Myspace. https://t.co/Ed8GNjFy46
345387543203831808,2013-06-14 03:49:41,"TPD - check the corner, lagrange st and palmer st, black female, short grey shorts, with a baby, is supposed to be soliciting prostitution"
345386480954380289,2013-06-14 03:45:28,"TPD - juvenile problem, 700 block butterfield dr, group of juveniles riding motor bikes up and down the street"
345386270941396992,2013-06-14 03:44:38,@PatrickHorne thanks for the pic and updates
345385418667225088,2013-06-14 03:41:15,"TPD - domestic, 1700 block marlow rd near jackman rd, male, female, daughter fighting, and somebody threw soda on someone"
345383234063962113,2013-06-14 03:32:34,"TPD - weapons call, 200 s erie st, erie street market, group of people fighting, one has a gun"
345382558940426240,2013-06-14 03:29:53,"TPD - domestic violence, 1800 block christian ave near pickard dr, male and female fighting"
345381338393751552,2013-06-14 03:25:02,"TPD - suspicious person, 300 block mettler st near lagrange st, white male, skinny, red pants, duffle bag, looking in cars"
345379160258138112,2013-06-14 03:16:23,"TPD - juvenile problem, 500 block sprint st near chestnut st, group of kids running up and down the street yelling"
345378317224009729,2013-06-14 03:13:02,"TPD - disorder, 3300 block w alexis ave, group of people behind the location arguing"
345377888335446016,2013-06-14 03:11:20,"TPD - report of a group of people smoking marijuana outside, 1100 block gribbin ln near lewis ave"
345377011675570176,2013-06-14 03:07:51,"TPD - immediate response weapons call, 2500 block w sylvania ave, male and female fighting, one had a knife but put in down"
345376675133022208,2013-06-14 03:06:30,"TPD - special enforcement units just executed a search warrant, 3900 block airport hwy, needs a marked crew"
345374247675371522,2013-06-14 02:56:52,RT @PatrickHorne: @ToledoScanner Not the best pic but 23's checking it out. http://t.co/TY2QTzcj5t
345372121674964992,2013-06-14 02:48:25,"TPD/TFD - code 3 structure fire, 2700 block 109th st near 298th st, engines 24, 19, 3, 18, truck 7, battalion 2, smoke in basement"
345371317559762944,2013-06-14 02:45:13,"TPD - disorder, 600 block walnut st near n huron st, caller reports people being loud and smoking in his yard"
345369871330193409,2013-06-14 02:39:28,"TPD - check for a group of individuals throwing rocks at cars, n michigan st and walnut st, per security at that location"
345369508103454721,2013-06-14 02:38:02,"TPD - check with the caller, 1000 block prouty ave, reports 2 males and 2 females just dumped garbage in front of her house"
345369095799201793,2013-06-14 02:36:23,"TFD - natural gas outdoors, jackman rd and w laskey rd, engine 23's company"
345368616981626880,2013-06-14 02:34:29,"TPD - fight, bush st and n ontario st, 4-5 people fighting with a large group of onlookers"
345368433929629697,2013-06-14 02:33:45,RT @nbarnhiser3: Staying up to date on the hood rats in Toledo thanks to @ToledoScanner
345368214101954561,2013-06-14 02:32:53,"TPD - unruly juvenile, 700 block white st"
345367156021682176,2013-06-14 02:28:41,"TPD - check for an intoxicated driver, secor rd and w sylvania ave, several callers, now is in a parking lot, red or purple car"
345366466415173632,2013-06-14 02:25:56,"TPD - stolen auto, from 5200 block jackman rd, taken by two black males, caller left the keys in it"
345364820532535296,2013-06-14 02:19:24,"@taylordungjen thanks, sent you a DM with the unit number and time was 9:25pm, were looking for him in the neighborhood at that time"
345363554888732672,2013-06-14 02:14:22,"TPD - disorder, giant st and jackman rd, caller hears people arguing outside near that location"
345362918755422208,2013-06-14 02:11:51,"TPD - fight, 4200 block monroe st and woodmont rd"
345362628668968960,2013-06-14 02:10:41,"TPD - crews have a stolen vehicle at oak grove pl near douglas rd, two black males fled from the vehicle"
345361092031156225,2013-06-14 02:04:35,"TPD - check the safety, airport hwy and s bynre rd, man at the rally's yelling at people"
345360583157239808,2013-06-14 02:02:34,"found it in the feed archives, check the safety, w central ave an isha laye dr, male with tray and tea kettle going up to houses #TryMyTea"
345357970189737985,2013-06-14 01:52:11,"@Jane_Libby not sure, i missed the location details, just overheard the last bit of the dispatch"
345354606613766144,2013-06-14 01:38:49,#ScannerOn listen along http://t.co/dcfIgB8EnA follow on twitter and facebook http://t.co/Yah393eS6G
345354060217606146,2013-06-14 01:36:38,"@MrBryanThompson i tweet it as i hear it, missed the location on that one, a couple crews were looking for the guy"
345351638816538625,2013-06-14 01:27:01,"@mattculby not sure, did not hear anything all that specific from sheriff, mostly waterville units talking about storm damage"
345351474253008898,2013-06-14 01:26:22,"TPD - heard crews looking for a black male with pajama pants, has a tray with tea kettle, going up to houses asking people to try his tea"
345350578077048834,2013-06-14 01:22:48,Toledo Scanner Daily is out! http://t.co/GQ7vYA4nrK ▸ Top stories today via @toledoparent @toledoohjournal @monroenews
345347304863170560,2013-06-14 01:09:48,RT @JessAtHerFinest: I can't believe it took me until now to discover @ToledoScanner #ghettofabulous
345062173770412032,2013-06-13 06:16:47,"TPD - fight, 2053 starr ave at the bottom line bar, bartender has a group of people fighting, somebody might have a gun"
345061783997915136,2013-06-13 06:15:14,"TPD/TFD - person down, e manhattan blvd and suder ave, report of a male down by the railroad tracks, with rescue 19"
345061356803874816,2013-06-13 06:13:33,TPD - dispatch advising city crews are working to get barricades up at around 30 intersections/locations with high water issues
345060804439183360,2013-06-13 06:11:21,"TFD - building collapse, 2100 block horton st near floyd st, engine 7, 17, 5, truck 5, battalion 1, squad 15, confined space unit"
345058539917697024,2013-06-13 06:02:21,"TFD - injury accident, 3200 block monroe st, engine 16 and 7"
345057868862607360,2013-06-13 05:59:41,"TPD - more cars stuck in water or disabled, broadway st and foraker ave, anthony wayne tr and hippo way"
345056488139665408,2013-06-13 05:54:12,"TPD - report of a couple cars stuck in the water, point place, 108th st and 287th st"
345054720072761344,2013-06-13 05:47:10,"TPD - report of cars stuck in the water, n fearing blvd and brown ave"
345053534422708224,2013-06-13 05:42:28,"TPD - harvest ln and monroe st, blue lincoln stuck in high water"
345052401415364608,2013-06-13 05:37:57,"TPD - check for an explosion heard in the area, w central ave and w lincolnshire blvd, reported that power still on in the area"
345050935157993473,2013-06-13 05:32:08,"TPD - check the safety, 100 block e woodruff ave, female caller says her sister put a hex on her, wants to talk to police"
345050361935040512,2013-06-13 05:29:51,"meanwhile, back in toledo: TPD - check for a male and female fighting over $4 dollars, in area of field st and western ave"
345050220175958016,2013-06-13 05:29:17,"tornado warning is cancelled across the toledo area now, still light thunderstorms in the area, and watch out for flooding"
345040721327300609,2013-06-13 04:51:33,"flash flood warning now for lucas county ohio, watch out for urban area flooding, ""turn around, don't drown"""
345039812123828224,2013-06-13 04:47:56,"TORNADO WARNING for central wood county cancelled, second TORNADO WARNING continues for lucas, northern wood, ottawa, sandusky county"
345039372720164864,2013-06-13 04:46:11,"waterville fire/lucas sheriff - 140 south river rd, report of lighting hitting a tree, also large tree down 190 south river rd"
345038864898998272,2013-06-13 04:44:10,"gibsonburg fire in sandusky county, has multiple poles down in their area, requesting additional personnel to station"
345038132581912576,2013-06-13 04:41:16,"multiple TORNADO WARNINGS over toledo ohio area, lucas, wood, ottawa, sandusky county; seek immediate shelter http://t.co/Zg9gnIwn2I"
345037594364624896,2013-06-13 04:39:07,"larger powerful derecho exploding over NW ohio, prompting multiple tornado warnings in the toledo ohio area #OHwx http://t.co/LJINngYyId"
345037043585384449,2013-06-13 04:36:56,lucas county sheriff should be dropping outdoor warning sirens again
345036739078942722,2013-06-13 04:35:43,"portions of northwest sandusky county also included in latest TORNADO WARNING #OHwx #ToledoWarning keep you eye on radio/TV, get to shelter"
345036355954421762,2013-06-13 04:34:12,"second TORNADO WARNING now issued for lucas county, wood county, ottawa county, turning more towards toledo and lake erie"
345033197052100608,2013-06-13 04:21:39,"@apoure25 no, was just paged/alerted for the severe weather by dispatch"
345032543025897473,2013-06-13 04:19:03,RT @ohiostormteam: http://t.co/8pFJCianvA
345030873411883008,2013-06-13 04:12:25,"lucas county sheriff activating outdoor warning sirens for the TORNADO WARNING, southwest portion of county is area of most concern"
345030345965568001,2013-06-13 04:10:19,TORNADO WARNING for southwest lucas county and central wood county
345027571165044736,2013-06-13 03:59:17,"TFD - 3300 block secor rd near w central ave at home depot, report of wires down, engine 25's company"
